id; similarity
82297; Belongs to the Casparian strip membrane proteins (CASP) family.
82298; None
82299; None
82300; None
82301; Belongs to the cyclin family.
82302; None
82303; None
82304; None
82305; None
82306; None
82307; None
82308; None
82309; None
82310; None
82311; None
82312; None
82313; None
82314; None
82315; None
82316; None
82317; None
82318; None
82319; None
82320; None
82321; None
82322; None
82323; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
82324; None
82325; None
82326; None
82327; None
82328; Contains helicase ATP-binding domain., Contains helicase C-terminal domain.
82329; None
82330; None
82331; None
82332; None
82333; None
82334; None
82335; Belongs to the yippee family.
82336; None
82337; None
82338; None
82339; None
82340; None
82341; None
82342; None
82343; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
82344; None
82345; None
82346; None
82347; None
82348; None
82349; None
82350; None
82351; None
82352; None
82353; None
82354; Contains JmjC domain.
82355; None
82356; None
82357; None
82358; None
82359; None
82360; None
82361; None
82362; None
82363; None
82364; Belongs to the CAP family.
82365; None
82366; None
82367; None
82368; None
82369; None
82370; None
82371; None
82372; None
82373; None
82374; None
82375; None
82376; None
82377; None
82378; None
82379; None
82380; Belongs to the class I-like SAM-binding methyltransferase superfamily. C5-methyltransferase family.
82381; None
82382; None
82383; None
82384; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
82385; None
82386; None
82387; None
82388; None
82389; None
82390; None
82391; None
82392; None
82393; None
82394; None
82395; None
82396; None
82397; None
82398; None
82399; Belongs to the class-II aminoacyl-tRNA synthetase family.
82400; None
82401; Belongs to the glycosyl hydrolase 17 family.
82402; None
82403; None
82404; None
82405; None
82406; None
82407; None
82408; None
82409; None
82410; None
82411; None
82412; None
82413; Belongs to the ATG5 family.
82414; None
82415; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
82416; None
82417; None
82418; None
82419; None
82420; None
82421; None
82422; None
82423; None
82424; None
82425; None
82426; None
82427; Belongs to the ribosomal protein S9P family.
82428; None
82429; None
82430; None
82431; None
82432; None
82433; None
82434; Belongs to the small GTPase superfamily. Rab family.
82435; None
82436; None
82437; None
82438; None
82439; None
82440; None
82441; None
82442; None
82443; None
82444; None
82445; None
82446; None
82447; None
82448; None
82449; None
82450; None
82451; None
82452; None
82453; None
82454; None
82455; None
82456; None
82457; None
82458; Contains START domain.
82459; None
82460; Belongs to the importin alpha family.
82461; Belongs to the glycosyltransferase 8 family.
82462; Belongs to the HAK/KUP transporter (TC 2.A.72.3) family.
82463; None
82464; None
82465; None
82466; None
82467; None
82468; None
82469; None
82470; None
82471; None
82472; None
82473; None
82474; None
82475; Belongs to the terpene cyclase/mutase family.
82476; None
82477; None
82478; None
82479; None
82480; Belongs to the small GTPase superfamily. Rab family.
82481; None
82482; None
82483; None
82484; None
82485; None
82486; None
82487; None
82488; None
82489; None
82490; None
82491; Belongs to the ribosomal protein L17P family.
82492; None
82493; None
82494; None
82495; Belongs to the mitochondrial carrier (TC 2.A.29) family.
82496; None
82497; None
82498; None
82499; None
82500; None
82501; None
82502; None
82503; None
82504; None
82505; None
82506; Belongs to the cyclin family.
82507; None
82508; None
82509; None
82510; None
82511; None
82512; None
82513; None
82514; Contains CRAL-TRIO domain.
82515; None
82516; None
82517; None
82518; None
82519; None
82520; None
82521; None
82522; None
82523; None
82524; None
82525; None
82526; None
82527; None
82528; None
82529; None
82530; None
82531; None
82532; None
82533; Belongs to the non-lysosomal glucosylceramidase family.
82534; None
82535; None
82536; None
82537; None
82538; None
82539; None
82540; None
82541; None
82542; None
82543; None
82544; None
82545; None
82546; Belongs to the zinc-containing alcohol dehydrogenase family.
82547; None
82548; None
82549; Contains ARID domain.
82550; None
82551; Contains MYND-type zinc finger.
82552; None
82553; None
82554; None
82555; None
82556; None
82557; None
82558; None
82559; None
82560; None
82561; None
82562; None
82563; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
82564; None
82565; None
82566; None
82567; None
82568; None
82569; None
82570; None
82571; None
82572; None
82573; None
82574; None
82575; None
82576; None
82577; Belongs to the ribosomal protein S24e family.
82578; Belongs to the class-I aminoacyl-tRNA synthetase family.
82579; None
82580; None
82581; None
82582; None
82583; None
82584; None
82585; None
82586; None
82587; None
82588; None
82589; None
82590; None
82591; None
82592; Belongs to the SHMT family.
82593; None
82594; None
82595; None
82596; None
82597; None
82598; None
82599; None
82600; None
82601; None
82602; None
82603; None
82604; Belongs to the cytochrome P450 family.
82605; None
82606; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
82607; None
82608; None
82609; None
82610; None
82611; None
82612; None
82613; None
82614; Contains lipoxygenase domain.
82615; Belongs to the peroxidase family.
82616; None
82617; None
82618; None
82619; None
82620; None
82621; None
82622; None
82623; None
82624; None
82625; None
82626; Contains helicase ATP-binding domain.
82627; None
82628; None
82629; Belongs to the small GTPase superfamily. Rab family.
82630; Contains PAZ domain., Contains Piwi domain.
82631; None
82632; None
82633; Belongs to the ribulose-phosphate 3-epimerase family.
82634; None
82635; None
82636; None
82637; None
82638; None
82639; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
82640; None
82641; None
82642; None
82643; None
82644; None
82645; None
82646; None
82647; None
82648; Belongs to the DP1 family.
82649; None
82650; None
82651; None
82652; None
82653; None
82654; Belongs to the yippee family.
82655; None
82656; None
82657; None
82658; None
82659; None
82660; None
82661; None
82662; None
82663; Belongs to the protein kinase superfamily.
82664; None
82665; Belongs to the ribosomal protein L14P family.
82666; None
82667; None
82668; Belongs to the ribosomal protein S4e family.
82669; None
82670; None
82671; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
82672; Belongs to the class I-like SAM-binding methyltransferase superfamily. Erg6/SMT family.
82673; None
82674; None
82675; None
82676; None
82677; None
82678; Belongs to the class-I aminoacyl-tRNA synthetase family.
82679; None
82680; None
82681; None
82682; None
82683; None
82684; None
82685; None
82686; None
82687; None
82688; None
82689; None
82690; None
82691; None
82692; None
82693; None
82694; None
82695; None
82696; None
82697; Belongs to the actin family.
82698; Belongs to the DP1 family.
82699; None
82700; Belongs to the TPP enzyme family.
82701; None
82702; None
82703; None
82704; None
82705; None
82706; Belongs to the ferrochelatase family.
82707; None
82708; None
82709; None
82710; Contains PCI domain.
82711; None
82712; None
82713; None
82714; None
82715; None
82716; None
82717; None
82718; None
82719; None
82720; None
82721; None
82722; Belongs to the FBPase class 1 family.
82723; None
82724; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
82725; None
82726; None
82727; None
82728; None
82729; None
82730; None
82731; None
82732; None
82733; None
82734; None
82735; None
82736; None
82737; None
82738; None
82739; None
82740; None
82741; None
82742; Belongs to the actin family.
82743; None
82744; Belongs to the eIF-5A family.
82745; None
82746; None
82747; None
82748; None
82749; None
82750; None
82751; None
82752; None
82753; None
82754; None
82755; None
82756; None
82757; None
82758; None
82759; None
82760; None
82761; None
82762; None
82763; None
82764; None
82765; None
82766; None
82767; Belongs to the cytochrome P450 family.
82768; Belongs to the AAA ATPase family.
82769; None
82770; None
82771; None
82772; Belongs to the AAA ATPase family.
82773; None
82774; None
82775; None
82776; None
82777; None
82778; None
82779; None
82780; None
82781; None
82782; None
82783; None
82784; None
82785; None
82786; Belongs to the TPP enzyme family.
82787; None
82788; None
82789; None
82790; None
82791; None
82792; None
82793; None
82794; None
82795; None
82796; Belongs to the AdoMet synthase family.
82797; None
82798; None
82799; None
82800; None
82801; None
82802; None
82803; None
82804; None
82805; None
82806; None
82807; None
82808; None
82809; None
82810; None
82811; None
82812; None
82813; None
82814; None
82815; None
82816; None
82817; Belongs to the fatty acid desaturase family.
82818; None
82819; None
82820; None
82821; None
82822; None
82823; None
82824; Belongs to the Casparian strip membrane proteins (CASP) family.
82825; None
82826; None
82827; None
82828; None
82829; None
82830; None
82831; None
82832; None
82833; None
82834; None
82835; None
82836; None
82837; Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily.
82838; None
82839; None
82840; None
82841; None
82842; None
82843; None
82844; Belongs to the glycosyl hydrolase 1 family.
82845; None
82846; None
82847; None
82848; Belongs to the cyclin family.
82849; None
82850; None
82851; None
82852; None
82853; None
82854; None
82855; None
82856; None
82857; Contains NAC domain.
82858; None
82859; None
82860; None
82861; None
82862; None
82863; None
82864; None
82865; None
82866; None
82867; None
82868; None
82869; None
82870; None
82871; None
82872; None
82873; None
82874; None
82875; None
82876; None
82877; Contains MOSC domain.
82878; None
82879; None
82880; None
82881; None
82882; None
82883; None
82884; None
82885; None
82886; None
82887; None
82888; None
82889; None
82890; None
82891; None
82892; None
82893; None
82894; None
82895; None
82896; None
82897; None
82898; None
82899; Belongs to the ribosomal protein S2P family.
82900; None
82901; None
82902; None
82903; None
82904; None
82905; None
82906; None
82907; None
82908; Belongs to the ribosomal protein L37e family.
82909; None
82910; None
82911; None
82912; None
82913; None
82914; None
82915; None
82916; None
82917; None
82918; None
82919; None
82920; None
82921; None
82922; None
82923; None
82924; None
82925; Belongs to the histone H2B family.
82926; None
82927; None
82928; None
82929; None
82930; None
82931; None
82932; None
82933; None
82934; None
82935; None
82936; Belongs to the importin alpha family.
82937; None
82938; None
82939; None
82940; None
82941; None
82942; None
82943; Contains homeobox DNA-binding domain.
82944; None
82945; None
82946; None
82947; None
82948; None
82949; None
82950; Belongs to the ATG8 family.
82951; None
82952; Belongs to the cytochrome P450 family.
82953; None
82954; None
82955; None
82956; None
82957; None
82958; None
82959; Belongs to the protein kinase superfamily.
82960; None
82961; None
82962; None
82963; None
82964; None
82965; None
82966; None
82967; None
82968; None
82969; None
82970; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
82971; None
82972; None
82973; Belongs to the adenylate kinase family.
82974; None
82975; None
82976; None
82977; None
82978; None
82979; None
82980; None
82981; None
82982; None
82983; None
82984; None
82985; Contains lipoxygenase domain.
82986; None
82987; None
82988; None
82989; Belongs to the ribosomal protein L20P family.
82990; None
82991; None
82992; None
82993; None
82994; None
82995; None
82996; None
82997; None
82998; None
82999; None
83000; None
83001; None
83002; None
83003; None
83004; None
83005; None
83006; None
83007; None
83008; Contains NAC-A/B (NAC-alpha/beta) domain.
83009; None
83010; None
83011; Belongs to the MCM family., Contains MCM domain.
83012; None
83013; None
83014; None
83015; None
83016; Belongs to the ribosomal protein L14P family.
83017; Belongs to the RNA polymerase beta' chain family.
